Amz11inf	Amz13chld	Amz14chld	Amz18chld	Amz1baby	Amz1teenF	Amz22chld	Amz29adlt	Amz33eld	Amz3chldM1	Amz3chldM2	Amz4adltF	Amz4chldM1	Amz4chldM2	Amz5chldF1	Amz5chldF2	Amz5chldM	Amz5teenF	Amz6eldM	Amz7adltF	Amz7eldM	AmzC10adltF1	AmzC10adltF2	AmzC12adltF	AmzC16chldM	AmzC1babyF2	AmzC2chldM1	AmzC4chldF	F3T1pre4	F4T2pre4	h130A.4	h144B.1	h146A.4	h146M	h147B.4	h147M	h165A.1	h165M.1	h181A.1	h186B.1	h186M	h18B.4	h208A.1	h208M.1	h209A.2	h235B.1	h235M	h257B.1	h257M.2	h264B.2	h264M	h273A.2	h60A.2	h9A.5	TS109	TS111	TS127	TS129	TS13	TS195	USBld1	USBldAdlt6	USBldChld10	USBldChld8	USchp18Child	USchp3Mom	USchp41Infant	USinfTw10.2	USinfTw11.2	USinfTw15.1	USinfTw16.2	USinfTw18.1	USinfTw19.1	USinfTw2.1	USinfTw21.1	USinfTw3.1	USinfTw5.1	USinfTw7.1	USinfTw9.1	USygt10.T1	USygt21.B1	USygt29.T1	USygt39.T2	USygt42.T1	USygt54.AS
Amz7eldM	0.748931552	0.743216149	0.747806729	0.543983153	0.907006428	0.505980437	0.560735703	0.565776235	0.646716681	0.560710029	0.504729025	0.617551915	0.556162194	0.503396407	0.5260749	0.504952378	0.532002005	0.550480195	0.552371027	0.657150271	0	0.570081988	0.489634292	0.544737388	0.589467144	0.897960439	0.5671349	0.727096572	0.754339409	0.883730799	0.626437859	0.89258966	0.541329109	0.579459459	0.605308446	0.493873611	0.875	0.611881805	0.934418779	0.548208567	0.527870933	0.732174072	0.928923858	0.558208688	0.890622126	0.903937637	0.558179211	0.941030112	0.686922542	0.78388357	0.570761761	0.734219416	0.632434293	0.750900829	0.7794771	0.741684523	0.701863354	0.738485547	0.712376495	0.836139708	0.834014406	0.810445497	0.92550806	0.840122745	0.765239685	0.70785854	0.880205677	0.914311425	0.897951644	0.934476524	0.888037937	0.924842375	0.902004454	0.940358105	0.928325125	0.927243535	0.933304239	0.924996377	0.921082949	0.71088823	0.845844646	0.753219795	0.692579966	0.785760074	0.882735462
AmzC10adltF1	0.764701432	0.72955492	0.710811828	0.489663918	0.913744996	0.48909115	0.517372375	0.550413152	0.673490099	0.556346597	0.513336684	0.6880556	0.453860297	0.438984764	0.461638245	0.539972882	0.493283654	0.512222431	0.546557234	0.667319506	0.570081988	0	0.466084058	0.469931343	0.546390574	0.899043684	0.542190421	0.620698546	0.722676771	0.824723278	0.5102225	0.885505051	0.55793231	0.546944295	0.549329193	0.576955898	0.836468553	0.473546106	0.950805931	0.548029283	0.520660328	0.691917349	0.926762406	0.520673089	0.896880424	0.9191172	0.561977604	0.948472391	0.537283781	0.756894636	0.608827872	0.678842049	0.49788336	0.757652149	0.691672159	0.672179104	0.639039169	0.654604188	0.657705518	0.751537758	0.786155303	0.740246735	0.890172367	0.764393779	0.699423842	0.711867211	0.83066264	0.908739727	0.866797089	0.924948998	0.819707229	0.893875413	0.896377875	0.929911412	0.941146683	0.914348059	0.931726942	0.886543045	0.927116922	0.694226896	0.801986428	0.678635835	0.677121193	0.74326637	0.805528621
AmzC10adltF2	0.743659141	0.745815163	0.738646773	0.553199126	0.927870826	0.51229735	0.532713164	0.534512057	0.627889689	0.530789864	0.50994442	0.629142161	0.505810559	0.475213125	0.525336966	0.490241689	0.524377058	0.467786607	0.490189932	0.590783054	0.489634292	0.466084058	0	0.452992269	0.609323725	0.900851996	0.542936099	0.691665781	0.706856688	0.848359222	0.594027594	0.907826231	0.522725776	0.526388811	0.554877731	0.552693645	0.872052259	0.550346745	0.951589199	0.608241767	0.525657052	0.736078782	0.943868462	0.51990345	0.911278496	0.919812031	0.547546446	0.958244578	0.653862789	0.782572055	0.529050603	0.728474079	0.643135271	0.783046963	0.7354428	0.686408762	0.617222627	0.704181666	0.665927031	0.792376491	0.822116324	0.781041438	0.91533935	0.817416278	0.748029149	0.657813519	0.859522769	0.923017895	0.908014651	0.935243991	0.856305008	0.903420028	0.910593446	0.947364489	0.953378702	0.933859109	0.943699071	0.913936194	0.937887561	0.664219386	0.828052533	0.729564582	0.655393339	0.753779482	0.825950605
AmzC12adltF	0.81013485	0.785942823	0.759146111	0.499760006	0.945937151	0.514251088	0.52120939	0.493339495	0.692766907	0.478788328	0.519601157	0.658746625	0.517193569	0.468158953	0.47579535	0.487291108	0.545102691	0.426205374	0.50956303	0.616503128	0.544737388	0.469931343	0.452992269	0	0.578066331	0.926226298	0.586540764	0.69785654	0.744200485	0.854776914	0.54219507	0.914362665	0.54647467	0.517091556	0.586050696	0.586051452	0.88747385	0.561983182	0.972030611	0.609609193	0.493070663	0.747325068	0.950401337	0.511300363	0.92501601	0.941879508	0.521446714	0.972574169	0.643825097	0.809270636	0.554648657	0.730958523	0.591766081	0.791539255	0.742399912	0.718242045	0.712898164	0.726796974	0.715018756	0.801540444	0.827728107	0.808458401	0.934044234	0.829632189	0.765085738	0.742134932	0.879719838	0.941288614	0.911392303	0.960204873	0.894885786	0.942836342	0.94051153	0.963921532	0.969203782	0.960426878	0.963842153	0.937942472	0.96510897	0.734247851	0.845579654	0.752573556	0.720229323	0.793780391	0.867508517
AmzC16chldM	0.767655615	0.756977932	0.7373602	0.503302058	0.9106185	0.504977103	0.605734002	0.579536028	0.725556283	0.581299049	0.503953151	0.6912949	0.559882889	0.534294435	0.494944691	0.560834818	0.5628752	0.553149969	0.607813976	0.699054739	0.589467144	0.546390574	0.609323725	0.578066331	0	0.890144506	0.587797091	0.697939051	0.801906708	0.8575223	0.58091585	0.788267946	0.563158146	0.546493981	0.604908265	0.570560632	0.854809681	0.626277732	0.873524728	0.516492985	0.570629695	0.689438436	0.849089099	0.573987841	0.783545497	0.894070976	0.574469025	0.918170373	0.636481902	0.786427599	0.599197966	0.660616787	0.575656058	0.661385466	0.801480252	0.772543998	0.763254589	0.765409034	0.762546703	0.847189051	0.794579629	0.799778567	0.912107401	0.843276175	0.774637853	0.787819068	0.864008279	0.909504693	0.89111178	0.937875733	0.880610158	0.91501931	0.887112413	0.909754634	0.913352948	0.903054784	0.935562077	0.885379061	0.917591169	0.761898726	0.8616127	0.767776936	0.765396299	0.828873663	0.867090166
AmzC1babyF2	0.723525698	0.752969526	0.77888973	0.896490371	0.741979778	0.873225992	0.902511484	0.90584335	0.904389188	0.91013525	0.903391607	0.870324031	0.879588721	0.889541284	0.921419917	0.893710342	0.90617765	0.90367349	0.918098325	0.897839305	0.897960439	0.899043684	0.900851996	0.926226298	0.890144506	0	0.883791312	0.852351681	0.915664733	0.903152899	0.923222892	0.883625237	0.925361283	0.927440989	0.906989795	0.863905881	0.644035599	0.913185606	0.800503664	0.87960444	0.923757351	0.806874779	0.810399472	0.929038027	0.761003514	0.757127955	0.922638715	0.782706117	0.888677115	0.646549863	0.922091863	0.74983704	0.91376333	0.774714791	0.884185616	0.913711846	0.912052661	0.887260013	0.914445107	0.90849356	0.807558938	0.907168026	0.844841172	0.894445948	0.822131139	0.896851994	0.737022394	0.84889452	0.830123831	0.842361311	0.809171635	0.719470054	0.788865363	0.895827012	0.653859279	0.690655444	0.704763612	0.883814623	0.735313732	0.874857608	0.864436601	0.888204111	0.905152621	0.889289134	0.840375326
AmzC2chldM1	0.774117244	0.703699948	0.739493697	0.614303356	0.903157277	0.578663118	0.56659381	0.514295625	0.638155213	0.520397555	0.549796708	0.613240712	0.552998717	0.557017751	0.605382539	0.569960045	0.561430461	0.591632539	0.576917505	0.661955617	0.5671349	0.542190421	0.542936099	0.586540764	0.587797091	0.883791312	0	0.655238814	0.65737115	0.804283656	0.598699287	0.868852743	0.610088882	0.57804368	0.539875953	0.639476551	0.853675451	0.600518481	0.935252736	0.604322554	0.59087049	0.766684014	0.898625879	0.595012703	0.890580946	0.910239968	0.600337968	0.950845034	0.661954568	0.782231502	0.604911967	0.774579352	0.633494849	0.769530704	0.671971693	0.656318374	0.606404419	0.658915295	0.636895587	0.720076679	0.806116025	0.742720753	0.896550159	0.78630368	0.713065683	0.645532197	0.850517835	0.907618509	0.909255898	0.917157112	0.829760759	0.883204241	0.894320695	0.938761026	0.898806287	0.893688911	0.945858761	0.892407526	0.912218681	0.658809746	0.815194437	0.722390543	0.640726997	0.714469749	0.814191903
AmzC4chldF	0.713291541	0.686114896	0.599657971	0.623205868	0.904632708	0.658572541	0.6627279	0.675317162	0.781597904	0.700380159	0.663530723	0.767843514	0.593508447	0.651415316	0.684905563	0.663940233	0.689997494	0.690106977	0.69528705	0.77292784	0.727096572	0.620698546	0.691665781	0.69785654	0.697939051	0.852351681	0.655238814	0	0.750511026	0.785576304	0.698528623	0.910031644	0.74278288	0.736136695	0.692997351	0.742452627	0.765860033	0.675005224	0.938101289	0.698460656	0.743751871	0.717112479	0.929222442	0.729911277	0.891634712	0.889930215	0.73867092	0.932473322	0.692739558	0.660819731	0.742144574	0.715790798	0.679222411	0.771002761	0.678809227	0.674373161	0.716856228	0.627668931	0.651473797	0.710932104	0.68366141	0.694248863	0.855801731	0.742718788	0.635194526	0.740929265	0.749536067	0.891036287	0.863662303	0.8923308	0.728688998	0.815433154	0.90022021	0.934664174	0.916809141	0.896041729	0.918790549	0.884579032	0.908389492	0.690817815	0.72249677	0.664012005	0.751316057	0.700944669	0.755398155
F3T1pre4	0.848167097	0.822816086	0.81362542	0.75742765	0.956758678	0.775318681	0.722531026	0.768351225	0.745799782	0.77565416	0.752264572	0.756446389	0.728937027	0.741002895	0.7886014	0.725587046	0.73579877	0.746098278	0.712996559	0.783056021	0.754339409	0.722676771	0.706856688	0.744200485	0.801906708	0.915664733	0.65737115	0.750511026	0	0.703168841	0.754433594	0.942461163	0.754478281	0.775755792	0.707411763	0.80386069	0.870306002	0.735747745	0.976849861	0.800651179	0.771405122	0.873655632	0.9573148	0.780825878	0.942746225	0.958920531	0.776173707	0.97777276	0.782324675	0.837306875	0.737246225	0.887096637	0.796156565	0.920568653	0.576510457	0.561725262	0.547838381	0.579563476	0.594855755	0.643121139	0.845343523	0.664930182	0.897317397	0.730945006	0.61405598	0.543276865	0.826467936	0.929997457	0.90523338	0.92643241	0.781958459	0.826315789	0.92774253	0.964155854	0.95393309	0.934434734	0.967196273	0.902604469	0.925714236	0.562675354	0.752774677	0.592412358	0.55408667	0.59282256	0.764619443
F4T2pre4	0.887642215	0.86575328	0.866121442	0.865035485	0.951801886	0.86163646	0.845629841	0.871728784	0.858099614	0.880399755	0.850594808	0.878908776	0.832280622	0.843283228	0.867598897	0.862559279	0.8535697	0.869888049	0.875918613	0.882734504	0.883730799	0.824723278	0.848359222	0.854776914	0.8575223	0.903152899	0.804283656	0.785576304	0.703168841	0	0.852445995	0.939980012	0.881230125	0.882409966	0.827031794	0.888945253	0.874180664	0.865050928	0.9728098	0.86000317	0.881498073	0.881931666	0.939110443	0.873243067	0.939421806	0.961916475	0.883059111	0.974367019	0.811114973	0.849266088	0.86970348	0.916299684	0.847939031	0.932800319	0.722354067	0.736536294	0.738233284	0.740275959	0.736141018	0.701210735	0.809672811	0.761620815	0.831963205	0.745029602	0.717530894	0.72432156	0.830906763	0.878189681	0.8668794	0.882498082	0.743583148	0.732800373	0.932382604	0.957196608	0.961968088	0.900438662	0.924220801	0.875195208	0.891150442	0.747356181	0.742954887	0.668374443	0.785317968	0.737326251	0.693996917
h130A.4	0.815605051	0.763138722	0.76337046	0.538127868	0.935546125	0.609248909	0.560305974	0.581810904	0.695783427	0.594986762	0.544019398	0.711942786	0.524679476	0.525756316	0.50046012	0.547331562	0.568537548	0.553933694	0.621552808	0.646177054	0.626437859	0.5102225	0.594027594	0.54219507	0.58091585	0.923222892	0.598699287	0.698528623	0.754433594	0.852445995	0	0.872943486	0.527738341	0.493143651	0.543436787	0.587435177	0.872085962	0.468602446	0.938132113	0.508759538	0.530654267	0.6595515	0.913765096	0.553054905	0.88641575	0.912162162	0.541738003	0.934190505	0.573257171	0.810507592	0.587631426	0.73880807	0.508879339	0.754538056	0.760815018	0.719193559	0.712384844	0.735621245	0.706272373	0.775471	0.793681244	0.791205442	0.906692741	0.802579445	0.763026565	0.74985161	0.869279361	0.924085181	0.874369399	0.946161731	0.880533811	0.907561292	0.895589056	0.934311491	0.947013662	0.921724521	0.935590335	0.892346409	0.937840305	0.737680567	0.833633548	0.754421576	0.707283665	0.799009211	0.860351381
h144B.1	0.905061796	0.833632292	0.90391517	0.902213935	0.758453478	0.865023792	0.888588368	0.849156909	0.892707533	0.8494507	0.894817855	0.866604784	0.894429177	0.882873338	0.89625842	0.89109308	0.897949741	0.89912719	0.907453969	0.89660088	0.89258966	0.885505051	0.907826231	0.914362665	0.788267946	0.883625237	0.868852743	0.910031644	0.942461163	0.939980012	0.872943486	0	0.862434372	0.894678393	0.876263589	0.877297028	0.826733609	0.873021181	0.738801036	0.859274946	0.884203146	0.852018192	0.676897858	0.90052159	0.596653296	0.802327626	0.887681441	0.861433804	0.875527953	0.893763783	0.883348817	0.882928958	0.874355407	0.696399668	0.93368308	0.932010318	0.923368224	0.924661956	0.937448825	0.933627538	0.843406827	0.927461728	0.890113448	0.888399636	0.926572441	0.936103437	0.909875384	0.864187585	0.882142048	0.888348496	0.892575607	0.922498773	0.803688156	0.904883071	0.801547806	0.85730553	0.84913027	0.855417491	0.878024532	0.936170412	0.906061165	0.910834366	0.938001816	0.926790275	0.905265561
h146A.4	0.785676029	0.781908656	0.775750596	0.525545539	0.926831096	0.522979121	0.56455601	0.593336805	0.678475475	0.573487951	0.551466394	0.657823308	0.587713179	0.51881027	0.509897959	0.511603997	0.538755138	0.533497386	0.558687	0.64966586	0.541329109	0.55793231	0.522725776	0.54647467	0.563158146	0.925361283	0.610088882	0.74278288	0.754478281	0.881230125	0.527738341	0.862434372	0	0.464257194	0.552147387	0.488650214	0.852750754	0.509145711	0.92404223	0.509365302	0.469446995	0.678080913	0.916386485	0.478819359	0.867478392	0.901464332	0.505916132	0.919766008	0.650312659	0.796253499	0.522115583	0.701033321	0.560830778	0.708980164	0.763847501	0.75976363	0.731988095	0.760042636	0.737018351	0.81650481	0.78486851	0.812044153	0.900859939	0.810920978	0.791177899	0.738677307	0.870857513	0.921790562	0.878611008	0.931636264	0.892234343	0.920166196	0.884342851	0.932149328	0.944736317	0.919670886	0.923115157	0.905241868	0.93583434	0.744923168	0.825169019	0.764959513	0.716620186	0.793277185	0.864399259
h146M	0.796221463	0.817047322	0.77689537	0.569380622	0.944085321	0.511885166	0.578740063	0.559668895	0.643361177	0.537982811	0.536223542	0.638692158	0.571935779	0.530817013	0.494953434	0.546546646	0.489272206	0.509172733	0.516768154	0.561276375	0.579459459	0.546944295	0.526388811	0.517091556	0.546493981	0.927440989	0.57804368	0.736136695	0.775755792	0.882409966	0.493143651	0.894678393	0.464257194	0	0.497819844	0.489379259	0.884892316	0.498714066	0.963825437	0.541742104	0.374689156	0.72440521	0.948702644	0.409602634	0.914418052	0.94123389	0.360339959	0.961658595	0.631094603	0.825172705	0.444311535	0.735826066	0.566433816	0.760147248	0.805252191	0.780357779	0.724288576	0.779169349	0.724451504	0.840786325	0.837822385	0.832921933	0.930367892	0.84376231	0.80486728	0.737628661	0.891577407	0.932365118	0.906307792	0.947637985	0.901477871	0.942228766	0.924606033	0.959089551	0.963945602	0.951717632	0.947027716	0.924128878	0.955524287	0.755952292	0.864047	0.778073378	0.73538992	0.804226687	0.880436524
h147B.4	0.77094529	0.728852997	0.749688124	0.618689315	0.939743105	0.572080476	0.527657961	0.60074581	0.598977853	0.607564481	0.547416937	0.663480203	0.583584197	0.553952688	0.584775478	0.593809735	0.539893046	0.554883239	0.554939586	0.624390926	0.605308446	0.549329193	0.554877731	0.586050696	0.604908265	0.906989795	0.539875953	0.692997351	0.707411763	0.827031794	0.543436787	0.876263589	0.552147387	0.497819844	0	0.58419263	0.851581321	0.510520139	0.947066842	0.602995244	0.515379315	0.719995295	0.926226984	0.51348807	0.899104528	0.92048754	0.465124318	0.94991973	0.584157909	0.777259503	0.491234898	0.769348451	0.591745553	0.782365408	0.723257354	0.643479808	0.613425875	0.691482009	0.648180891	0.765309806	0.797977178	0.741191888	0.906973652	0.755444101	0.730627306	0.660206972	0.85409799	0.921117766	0.884367249	0.935534068	0.843232397	0.889482223	0.901346367	0.953207362	0.950416538	0.927931654	0.937298862	0.879657783	0.933119644	0.657351775	0.798275989	0.728676007	0.657868478	0.729994796	0.794816431
h147M	0.700415476	0.769602357	0.712034409	0.528837726	0.88219038	0.475050986	0.580915378	0.617285181	0.688463571	0.598154727	0.548051158	0.628815998	0.57339195	0.54328067	0.511892451	0.531536008	0.525230222	0.554695079	0.556780797	0.633604029	0.493873611	0.576955898	0.552693645	0.586051452	0.570560632	0.863905881	0.639476551	0.742452627	0.80386069	0.888945253	0.587435177	0.877297028	0.488650214	0.489379259	0.58419263	0	0.846438427	0.576661312	0.896104995	0.446174252	0.465247239	0.61698544	0.934236523	0.484623766	0.859818132	0.864773893	0.482258218	0.915427554	0.666158199	0.743818763	0.549831304	0.618365603	0.592030776	0.665621878	0.799763024	0.788579094	0.747932482	0.782496976	0.761441505	0.848051121	0.81230052	0.847882415	0.903981807	0.847120678	0.765505092	0.72744571	0.859077393	0.904498149	0.864613402	0.904829652	0.874231202	0.886180503	0.872605057	0.939148514	0.911096395	0.900826661	0.884704962	0.921116018	0.892087615	0.749682852	0.830180459	0.77922788	0.735976384	0.81711844	0.872513583
h165A.1	0.756137497	0.642971016	0.732071284	0.839237868	0.78223228	0.820771163	0.853272255	0.865838437	0.891990207	0.877241529	0.86758422	0.827272029	0.821012645	0.832748138	0.883359924	0.846920048	0.861526156	0.850807667	0.860186949	0.873595035	0.875	0.836468553	0.872052259	0.88747385	0.854809681	0.644035599	0.853675451	0.765860033	0.870306002	0.874180664	0.872085962	0.826733609	0.852750754	0.884892316	0.851581321	0.846438427	0	0.866085725	0.770275799	0.84370006	0.880716819	0.763167863	0.802265578	0.880271155	0.738384224	0.699451377	0.877727469	0.78637826	0.826799332	0.609639651	0.869807432	0.731839276	0.846990782	0.72858034	0.832942213	0.855962238	0.862878938	0.835856925	0.855463781	0.888676066	0.726736909	0.856033345	0.794098229	0.815348342	0.770446653	0.859474618	0.685434501	0.838013694	0.766909116	0.782410799	0.753201356	0.776341948	0.769627493	0.907299328	0.717559089	0.734770115	0.748108782	0.861200484	0.817353702	0.825557937	0.744149733	0.821866971	0.858435329	0.844225795	0.774001024
h165M.1	0.792867729	0.772603418	0.760355449	0.581730227	0.933130104	0.578317408	0.532384062	0.600869602	0.6766923	0.594769409	0.539955999	0.699736083	0.562786756	0.531216177	0.510652117	0.569890747	0.500851109	0.55911926	0.597502216	0.646961782	0.611881805	0.473546106	0.550346745	0.561983182	0.626277732	0.913185606	0.600518481	0.675005224	0.735747745	0.865050928	0.468602446	0.873021181	0.509145711	0.498714066	0.510520139	0.576661312	0.866085725	0	0.956337083	0.56864294	0.523414815	0.710670867	0.935788019	0.507606299	0.906311111	0.924121097	0.526391025	0.954402734	0.555393112	0.791868523	0.553434599	0.751105592	0.540828892	0.782236561	0.7413503	0.712712881	0.663255671	0.709779227	0.693442522	0.771082065	0.792610301	0.774271315	0.900487419	0.779940667	0.757933728	0.723870754	0.862317595	0.928708664	0.867845174	0.936844134	0.865110537	0.915814748	0.909581069	0.951603179	0.946465366	0.931921432	0.939638501	0.907925849	0.941543031	0.701733081	0.816992995	0.736092858	0.687268495	0.760285096	0.841744821
h181A.1	0.834432024	0.753215962	0.874236196	0.935907414	0.692595625	0.90332585	0.937616419	0.92942888	0.96451584	0.930276427	0.946770108	0.905097678	0.905261054	0.927953791	0.959140675	0.933716545	0.947129857	0.944628246	0.960567448	0.96505305	0.934418779	0.950805931	0.951589199	0.972030611	0.873524728	0.800503664	0.935252736	0.938101289	0.976849861	0.9728098	0.938132113	0.738801036	0.92404223	0.963825437	0.947066842	0.896104995	0.770275799	0.956337083	0	0.904747709	0.957100108	0.761494499	0.681031094	0.967237461	0.474274551	0.48752264	0.955302508	0.585717061	0.927975379	0.852594489	0.954809734	0.810868195	0.944686347	0.688660337	0.969076849	0.963793868	0.969135551	0.960211152	0.966968693	0.975519644	0.860116669	0.969236556	0.89834376	0.948548678	0.925268514	0.961989972	0.885748742	0.8758978	0.830048453	0.841155628	0.896191427	0.847102442	0.698725245	0.874616479	0.709969359	0.740031923	0.724371779	0.853026739	0.819904746	0.954390854	0.916804201	0.94256278	0.96811394	0.96323925	0.928841256
h186B.1	0.754486777	0.754272078	0.714609982	0.547362181	0.906728345	0.527682929	0.586507367	0.632032961	0.73437744	0.629443007	0.539435189	0.680725409	0.555537896	0.541043012	0.47332773	0.548543219	0.568865344	0.601977905	0.612813075	0.695238687	0.548208567	0.548029283	0.608241767	0.609609193	0.516492985	0.87960444	0.604322554	0.698460656	0.800651179	0.86000317	0.508759538	0.859274946	0.509365302	0.541742104	0.602995244	0.446174252	0.84370006	0.56864294	0.904747709	0	0.541649573	0.600653728	0.911473964	0.570480873	0.865236718	0.87875914	0.572609562	0.92810464	0.640042963	0.742150208	0.623127626	0.625291718	0.530037401	0.673802029	0.792287156	0.778516231	0.758042694	0.767954616	0.757660711	0.826499031	0.799388543	0.822233779	0.903013503	0.850188477	0.758926946	0.761634583	0.86547967	0.907040566	0.881519154	0.927796051	0.87795512	0.90018601	0.891982143	0.922663813	0.916870639	0.909505616	0.915806919	0.91656233	0.904145928	0.753759518	0.842794409	0.769521894	0.755130943	0.824717534	0.866910041
h186M	0.79245593	0.80835521	0.773644193	0.568692846	0.936881156	0.52009823	0.545178448	0.562005062	0.618261347	0.534037697	0.554022258	0.627102551	0.573854905	0.512242406	0.496721152	0.55130628	0.500222717	0.516776603	0.499545986	0.557118225	0.527870933	0.520660328	0.525657052	0.493070663	0.570629695	0.923757351	0.59087049	0.743751871	0.771405122	0.881498073	0.530654267	0.884203146	0.469446995	0.374689156	0.515379315	0.465247239	0.880716819	0.523414815	0.957100108	0.541649573	0	0.717335867	0.941566601	0.402950874	0.910242909	0.930254439	0.367153965	0.956036824	0.638847908	0.817620516	0.455068327	0.718919105	0.566989395	0.755661917	0.791042125	0.763350883	0.700682633	0.772939559	0.74151717	0.839248814	0.829562223	0.837621659	0.926156463	0.813973552	0.788653764	0.733634328	0.884866842	0.932726131	0.900346104	0.944229308	0.894888295	0.935411844	0.921037891	0.953261037	0.95398941	0.939164174	0.944643226	0.922304153	0.944998498	0.743792109	0.840414432	0.768923944	0.728485181	0.801447369	0.860793423
h18B.4	0.739590309	0.688756215	0.664584812	0.680191941	0.834638889	0.646967728	0.724992995	0.736939389	0.819221196	0.741641853	0.699275847	0.763344135	0.682187737	0.654062983	0.690945079	0.70367217	0.723613873	0.69063236	0.72045262	0.80302563	0.732174072	0.691917349	0.736078782	0.747325068	0.689438436	0.806874779	0.766684014	0.717112479	0.873655632	0.881931666	0.6595515	0.852018192	0.678080913	0.72440521	0.719995295	0.61698544	0.763167863	0.710670867	0.761494499	0.600653728	0.717335867	0	0.85484567	0.73912026	0.762729919	0.720980682	0.730497019	0.786763497	0.719654972	0.676742583	0.753221483	0.583735093	0.672231294	0.562630993	0.854576295	0.825645647	0.840878411	0.816824413	0.834102439	0.885464986	0.736518415	0.866139011	0.88955714	0.846717668	0.767895937	0.848968488	0.810613011	0.894443716	0.851432801	0.882745269	0.821598365	0.825228978	0.80555826	0.893252665	0.868231808	0.834102545	0.827216299	0.843430822	0.847429385	0.828998573	0.821316811	0.802978594	0.851871989	0.840694933	0.836353326
h208A.1	0.939688355	0.836378025	0.931962427	0.941547822	0.707614803	0.907348013	0.920782081	0.879454288	0.937794352	0.880606961	0.930210432	0.901348351	0.933342802	0.919577109	0.947628246	0.929776815	0.940130481	0.934866393	0.950936345	0.921550962	0.928923858	0.926762406	0.943868462	0.950401337	0.849089099	0.810399472	0.898625879	0.929222442	0.9573148	0.939110443	0.913765096	0.676897858	0.916386485	0.948702644	0.926226984	0.934236523	0.802265578	0.935788019	0.681031094	0.911473964	0.941566601	0.85484567	0	0.949811731	0.681256437	0.813995528	0.943639053	0.786909971	0.912520106	0.910933424	0.929157106	0.915271215	0.937226249	0.713029438	0.951062961	0.944137942	0.954296494	0.939764949	0.958166973	0.951004443	0.876338311	0.933157197	0.867443092	0.91760066	0.942479546	0.95948236	0.919872899	0.847533698	0.926742541	0.908727704	0.930448334	0.898501038	0.749976465	0.779961882	0.808826578	0.783484345	0.879208654	0.803191877	0.87943291	0.95446018	0.920880345	0.929673602	0.963382389	0.940798205	0.908510846
h208M.1	0.771230782	0.814582874	0.767613404	0.550182003	0.943393614	0.507404185	0.544897794	0.561411297	0.629225236	0.548275573	0.512283511	0.639038032	0.569445123	0.534761463	0.504193534	0.55008482	0.501462373	0.513232108	0.534643327	0.612446686	0.558208688	0.520673089	0.51990345	0.511300363	0.573987841	0.929038027	0.595012703	0.729911277	0.780825878	0.873243067	0.553054905	0.90052159	0.478819359	0.409602634	0.51348807	0.484623766	0.880271155	0.507606299	0.967237461	0.570480873	0.402950874	0.73912026	0.949811731	0	0.918533375	0.936546441	0.429281372	0.96500837	0.611130055	0.80976208	0.452861647	0.732673863	0.543567278	0.774009863	0.766633972	0.738004591	0.696283229	0.753469701	0.721659744	0.815473053	0.82364382	0.816365529	0.922678404	0.81060035	0.792358123	0.73848676	0.880776761	0.925763808	0.890658909	0.947394522	0.887918374	0.935627182	0.92534428	0.959709043	0.960714912	0.94470003	0.949622469	0.91647222	0.954921242	0.749988912	0.834180873	0.762999049	0.71065555	0.793536394	0.84364321
h209A.2	0.809380139	0.737636867	0.834535476	0.886094847	0.665902404	0.853903155	0.892513773	0.878648393	0.916295537	0.880045704	0.900730432	0.853936884	0.875474012	0.875709019	0.907805159	0.885625023	0.898136794	0.896060682	0.912910778	0.916034218	0.890622126	0.896880424	0.911278496	0.92501601	0.783545497	0.761003514	0.890580946	0.891634712	0.942746225	0.939421806	0.88641575	0.596653296	0.867478392	0.914418052	0.899104528	0.859818132	0.738384224	0.906311111	0.474274551	0.865236718	0.910242909	0.762729919	0.681256437	0.918533375	0	0.655621905	0.90695463	0.570251431	0.884925039	0.798132881	0.904976891	0.803865445	0.895100906	0.62163301	0.929102803	0.927814469	0.932235274	0.923409017	0.931342307	0.94094039	0.796029434	0.932531897	0.867623839	0.914458192	0.884162456	0.925905149	0.846377571	0.856291118	0.807797816	0.829217474	0.861213959	0.820721412	0.657113613	0.805993691	0.686157417	0.685486682	0.719202867	0.802572319	0.798034584	0.916557755	0.878914898	0.902070706	0.9300181	0.924692598	0.889761761
h235B.1	0.762849687	0.722960174	0.816648561	0.908962559	0.655879363	0.867194806	0.914085577	0.902531634	0.938952432	0.901709133	0.918727561	0.880592487	0.872836753	0.89619622	0.92630001	0.909461678	0.919464065	0.916446982	0.930064676	0.938359767	0.903937637	0.9191172	0.919812031	0.941879508	0.894070976	0.757127955	0.910239968	0.889930215	0.958920531	0.961916475	0.912162162	0.802327626	0.901464332	0.94123389	0.92048754	0.864773893	0.699451377	0.924121097	0.48752264	0.87875914	0.930254439	0.720980682	0.813995528	0.936546441	0.655621905	0	0.934341657	0.634673652	0.900555126	0.762920074	0.93670278	0.738726289	0.909164276	0.755690621	0.9419622	0.939280527	0.94266771	0.936075301	0.944988162	0.960878178	0.789471133	0.94858871	0.866130754	0.918000647	0.885092389	0.933646928	0.836777209	0.883315508	0.811667748	0.85656346	0.860911329	0.839771967	0.718873855	0.855626952	0.661680659	0.722916228	0.733476287	0.899416318	0.820940474	0.932297397	0.876319212	0.916232853	0.940127138	0.940023172	0.908699843
